brinnummer_duo,opleidingscode_duo,instellingsnaam_duo,croho_onderdeel_duo,croho_subonderdeel_duo,opleidingsnaam_duo,ho_type,soortopleiding_duo,2015_man_i,2015_vrouw_i,2016_man_i,2016_vrouw_i,2017_man_i,2017_vrouw_i,2018_man_i,2018_vrouw_i,2019_man_i,2019_vrouw_i,2015_tot_i,2016_tot_i,2017_tot_i,2018_tot_i,2019_tot_i,2014_man_d,2014_vrouw_d,2015_man_d,2015_vrouw_d,2016_man_d,2016_vrouw_d,2017_man_d,2017_vrouw_d,2018_man_d,2018_vrouw_d,2014_tot_d,2015_tot_d,2016_tot_d,2017_tot_d,2018_tot_d,gemeentenummer_duo,cluster_sdb,sector_sdb,actieveopleiding_sdb,naamopleidingengels_sdb,eerstejaarsaantal_sdb,studentenaantal_sdb,_merge,tech_keyword,tech_label
21PK,60830,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Mediastudies,wo,master,49.0,89.0,30.0,79.0,43.0,93.0,38.0,106.0,39.0,86.0,138.0,109.0,136.0,144.0,125.0,39.0,58.0,45.0,97.0,30.0,73.0,30.0,83.0,36.0,93.0,97.0,142.0,103.0,113.0,129.0,['363'],Kunst- en cultuurstudies,Kunst en Cultuur,1.0,Media Studies,152.0,0.0,both,media,no_tech
21PK,60831,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Mediastudies,wo,master,14.0,13.0,7.0,20.0,9.0,17.0,8.0,21.0,13.0,33.0,27.0,27.0,26.0,29.0,46.0,8.0,22.0,9.0,23.0,11.0,14.0,5.0,21.0,9.0,19.0,30.0,32.0,25.0,26.0,28.0,['363'],Kunst- en cultuurstudies,Kunst en Cultuur,1.0,Media Studies,32.0,75.0,both,media,no_tech
21PK,60832,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Mediastudies (research),wo,master,7.0,7.0,6.0,6.0,8.0,6.0,8.0,17.0,7.0,16.0,14.0,12.0,14.0,25.0,23.0,6.0,8.0,4.0,12.0,6.0,5.0,8.0,10.0,13.0,3.0,14.0,16.0,11.0,18.0,16.0,['363'],Kunst- en cultuurstudies,Kunst en Cultuur,1.0,Media Studies (research),29.0,58.0,both,media,no_tech
21PK,60833,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen,wo,master,2.0,7.0,2.0,13.0,1.0,7.0,5.0,10.0,4.0,10.0,9.0,15.0,8.0,15.0,14.0,0.0,9.0,2.0,10.0,2.0,6.0,1.0,11.0,1.0,12.0,9.0,12.0,8.0,12.0,13.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication & Information Studies,20.0,30.0,both,information,growth
21PK,60834,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Communicatie- & Informatiewetenschappen (research),wo,master,2.0,3.0,3.0,4.0,2.0,4.0,1.0,2.0,0.0,4.0,5.0,7.0,6.0,3.0,4.0,1.0,2.0,3.0,1.0,2.0,2.0,2.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,8.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication & Information Studies (research),0.0,13.0,both,information,growth
21PK,60835,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Erfgoedstudies,wo,master,13.0,31.0,8.0,39.0,16.0,47.0,7.0,34.0,6.0,29.0,44.0,47.0,63.0,41.0,35.0,8.0,30.0,12.0,24.0,9.0,21.0,9.0,34.0,11.0,38.0,38.0,36.0,30.0,43.0,49.0,['363'],Kunstgeschiedenis,Kunst en Cultuur,1.0,Heritage Studies,52.0,148.0,both,,no_tech
21PK,60836,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Erfgoedstudies,wo,master,0.0,7.0,2.0,2.0,1.0,3.0,0.0,7.0,1.0,5.0,7.0,4.0,4.0,7.0,6.0,0.0,7.0,0.0,1.0,0.0,6.0,0.0,2.0,2.0,5.0,7.0,1.0,6.0,2.0,7.0,['363'],Kunstgeschiedenis,Kunst en Cultuur,1.0,Heritage Studies,8.0,21.0,both,,no_tech
21PK,60842,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Midden-Oosten Studies,wo,master,6.0,9.0,8.0,9.0,4.0,14.0,10.0,10.0,6.0,9.0,15.0,17.0,18.0,20.0,15.0,3.0,9.0,5.0,8.0,3.0,8.0,4.0,5.0,7.0,7.0,12.0,13.0,11.0,9.0,14.0,['363'],Talen en Culturen van Azië en Afrika,Taal en Communicatie,1.0,Middle Eastern Studies,26.0,0.0,both,,no_tech
21PK,60849,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Neerlandistiek,wo,master,3.0,15.0,2.0,11.0,4.0,10.0,1.0,6.0,0.0,4.0,18.0,13.0,14.0,7.0,4.0,3.0,17.0,4.0,17.0,3.0,10.0,2.0,11.0,1.0,10.0,20.0,21.0,13.0,13.0,11.0,['363'],Nederlandse taal en cultuur,Taal en Communicatie,1.0,Dutch Studies,10.0,0.0,both,,no_tech
21PK,60850,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Neerlandistiek,wo,master,3.0,18.0,4.0,17.0,1.0,15.0,2.0,16.0,2.0,15.0,21.0,21.0,16.0,18.0,17.0,5.0,20.0,2.0,10.0,5.0,19.0,3.0,15.0,3.0,21.0,25.0,12.0,24.0,18.0,24.0,['363'],Nederlandse taal en cultuur,Taal en Communicatie,1.0,Dutch Studies,20.0,50.0,both,,no_tech
21PK,60851,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Neerlandistiek (research),wo,master,1.0,3.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,0.0,0.0,1.0,6.0,1.0,4.0,0.0,2.0,1.0,2.0,1.0,1.0,7.0,5.0,2.0,3.0,2.0,['363'],,,1.0,Neerlandistiek (research),0.0,0.0,left_only,,no_tech
21PK,66034,Universiteit van Amsterdam,taal en cultuur,n.v.t. (taal en cultuur),Geschiedenis,wo,master,77.0,67.0,66.0,86.0,78.0,64.0,76.0,49.0,49.0,54.0,144.0,152.0,142.0,125.0,103.0,81.0,65.0,59.0,80.0,63.0,70.0,73.0,76.0,65.0,58.0,146.0,139.0,133.0,149.0,123.0,['363'],Geschiedenis,Kunst en Cultuur,1.0,History,141.0,0.0,both,,no_tech
21PL,50645,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Bedrijfskunde,wo,bachelor,125.0,56.0,103.0,55.0,123.0,60.0,190.0,70.0,250.0,124.0,181.0,158.0,183.0,260.0,374.0,186.0,101.0,135.0,98.0,117.0,74.0,110.0,82.0,106.0,60.0,287.0,233.0,191.0,192.0,166.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,Business Administration,362.0,861.0,both,,no_tech
21PL,50950,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Economie en Bedrijfseconomie,wo,bachelor,74.0,37.0,70.0,17.0,85.0,34.0,80.0,26.0,93.0,42.0,111.0,87.0,119.0,106.0,135.0,80.0,39.0,88.0,34.0,86.0,48.0,77.0,38.0,82.0,19.0,119.0,122.0,134.0,115.0,101.0,['363'],Economie,Economie en Bedrijf,1.0,Economics and Business Economics,180.0,516.0,both,,no_tech
21PL,50952,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),International Business Administration,wo,bachelor,68.0,65.0,100.0,73.0,77.0,65.0,171.0,101.0,219.0,130.0,133.0,173.0,142.0,272.0,349.0,55.0,43.0,60.0,65.0,51.0,39.0,36.0,49.0,62.0,61.0,98.0,125.0,90.0,85.0,123.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,International Business Administration,332.0,713.0,both,,no_tech
21PL,56833,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Econometrie en Operationele Research,wo,bachelor,35.0,19.0,30.0,9.0,58.0,20.0,73.0,25.0,74.0,33.0,54.0,39.0,78.0,98.0,107.0,17.0,7.0,37.0,9.0,30.0,18.0,31.0,13.0,45.0,16.0,24.0,46.0,48.0,44.0,61.0,['363'],Econometrie,Economie en Bedrijf,1.0,Econometrics and Operations Research,128.0,325.0,both,,no_tech
21PL,60046,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Finance,wo,master,69.0,30.0,77.0,32.0,91.0,30.0,91.0,28.0,118.0,38.0,99.0,109.0,121.0,119.0,156.0,71.0,19.0,58.0,23.0,76.0,26.0,74.0,28.0,86.0,21.0,90.0,81.0,102.0,102.0,107.0,['363'],Fiscale economie,Economie en Bedrijf,1.0,Finance,133.0,0.0,both,,no_tech
21PL,60047,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Accounting and Control,wo,master,67.0,62.0,76.0,59.0,103.0,56.0,100.0,55.0,93.0,48.0,129.0,135.0,159.0,155.0,141.0,126.0,65.0,86.0,55.0,90.0,51.0,66.0,52.0,79.0,58.0,191.0,141.0,141.0,118.0,137.0,['363'],Fiscale economie,Economie en Bedrijf,1.0,Accounting and Control,130.0,0.0,both,,no_tech
21PL,60048,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Marketing,wo,master,60.0,102.0,56.0,66.0,47.0,95.0,67.0,113.0,48.0,108.0,162.0,122.0,142.0,180.0,156.0,53.0,73.0,57.0,100.0,61.0,82.0,41.0,76.0,55.0,113.0,126.0,157.0,143.0,117.0,168.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,Marketing,186.0,0.0,both,marketing,growth
21PL,60162,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Tinbergen Institute Master of Philosophy in Economics (research),wo,master,2.0,1.0,4.0,3.0,5.0,2.0,3.0,0.0,2.0,2.0,3.0,7.0,7.0,3.0,4.0,5.0,1.0,4.0,3.0,5.0,2.0,4.0,2.0,6.0,4.0,6.0,7.0,7.0,6.0,10.0,['363'],Economie,Economie en Bedrijf,1.0,Tinbergen Institute Master of Philosophy in Economics (research),0.0,14.0,both,,no_tech
21PL,60444,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),"Spatial, Transport and Environmental Economics",wo,master,11.0,9.0,14.0,5.0,12.0,15.0,35.0,32.0,38.0,13.0,20.0,19.0,27.0,67.0,51.0,21.0,8.0,15.0,9.0,10.0,5.0,11.0,5.0,22.0,25.0,29.0,24.0,15.0,16.0,47.0,['363'],Economie,Economie en Bedrijf,1.0,"Spatial, Transport and Environmental Economics",70.0,0.0,both,,no_tech
21PL,60644,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Business Administration,wo,master,286.0,202.0,259.0,255.0,256.0,288.0,288.0,328.0,292.0,360.0,488.0,514.0,544.0,616.0,652.0,338.0,262.0,297.0,224.0,255.0,235.0,239.0,266.0,268.0,338.0,600.0,521.0,490.0,505.0,606.0,['363'],Bedrijfskunde,Economie en Bedrijf,0.0,Business Administration,674.0,0.0,both,,no_tech
21PL,65006,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Entrepreneurship (joint degree),wo,master,19.0,12.0,15.0,4.0,12.0,3.0,7.0,3.0,14.0,7.0,31.0,19.0,15.0,10.0,21.0,30.0,6.0,19.0,14.0,15.0,2.0,10.0,4.0,10.0,5.0,36.0,33.0,17.0,14.0,15.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,Entrepreneurship (joint degree),76.0,0.0,both,,no_tech
21PL,66401,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Economics,wo,master,10.0,9.0,17.0,10.0,19.0,20.0,23.0,22.0,33.0,22.0,19.0,27.0,39.0,45.0,55.0,12.0,15.0,15.0,12.0,13.0,10.0,15.0,17.0,17.0,22.0,27.0,27.0,23.0,32.0,39.0,['363'],Economie,Economie en Bedrijf,1.0,Economics,57.0,0.0,both,,no_tech
21PL,66833,Vrije Universiteit Amsterdam,economie,n.v.t. (economie),Econometrics and Operations Research,wo,master,21.0,10.0,36.0,10.0,38.0,30.0,60.0,33.0,81.0,48.0,31.0,46.0,68.0,93.0,129.0,31.0,20.0,25.0,16.0,35.0,9.0,36.0,16.0,49.0,32.0,51.0,41.0,44.0,52.0,81.0,['363'],Econometrie,Economie en Bedrijf,1.0,Econometrics and Operations Research,132.0,0.0,both,,no_tech
21PL,50007,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Bestuurs- en Organisatiewetenschap,wo,bachelor,116.0,139.0,118.0,164.0,116.0,148.0,118.0,176.0,90.0,183.0,255.0,282.0,264.0,294.0,273.0,53.0,68.0,98.0,97.0,83.0,91.0,62.0,72.0,52.0,79.0,121.0,195.0,174.0,134.0,131.0,['363'],Bestuur en organisatie,Recht en Bestuur,1.0,Public Administration and Organization Science,153.0,699.0,both,,no_tech
21PL,50035,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Culturele Antropologie en Ontwikkelingssociologie,wo,bachelor,13.0,43.0,7.0,30.0,5.0,34.0,22.0,69.0,18.0,88.0,56.0,37.0,39.0,91.0,106.0,2.0,25.0,4.0,25.0,4.0,32.0,7.0,24.0,4.0,17.0,27.0,29.0,36.0,31.0,21.0,['363'],Culturele antropologie,Gedrag en Maatschappij,1.0,Cultural Anthropology and Development Sociology,85.0,180.0,both,,no_tech
21PL,56469,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Criminologie,wo,bachelor,26.0,104.0,18.0,102.0,17.0,98.0,14.0,93.0,25.0,84.0,130.0,120.0,115.0,107.0,109.0,24.0,57.0,15.0,60.0,17.0,66.0,16.0,75.0,14.0,83.0,81.0,75.0,83.0,91.0,97.0,['363'],Criminologie,Recht en Bestuur,1.0,Criminology,124.0,427.0,both,,no_tech
21PL,56601,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Sociologie,wo,bachelor,14.0,25.0,8.0,22.0,12.0,27.0,13.0,24.0,13.0,40.0,39.0,30.0,39.0,37.0,53.0,5.0,18.0,14.0,8.0,9.0,12.0,7.0,13.0,6.0,8.0,23.0,22.0,21.0,20.0,14.0,['363'],Sociologie en Sociale studies,Gedrag en Maatschappij,1.0,Sociology,29.0,104.0,both,,no_tech
21PL,56604,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Psychologie,wo,bachelor,63.0,201.0,40.0,128.0,76.0,234.0,103.0,322.0,162.0,408.0,264.0,168.0,310.0,425.0,570.0,41.0,197.0,55.0,185.0,52.0,203.0,48.0,150.0,44.0,130.0,238.0,240.0,255.0,198.0,174.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Psychology,579.0,1181.0,both,,no_tech
21PL,56606,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Politicologie,wo,bachelor,25.0,20.0,23.0,22.0,28.0,23.0,30.0,23.0,58.0,36.0,45.0,45.0,51.0,53.0,94.0,20.0,19.0,34.0,13.0,23.0,17.0,19.0,13.0,14.0,9.0,39.0,47.0,40.0,32.0,23.0,['363'],Politicologie,Recht en Bestuur,1.0,Political Science,72.0,204.0,both,,no_tech
21PL,56607,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Pedagogische Wetenschappen,wo,bachelor,20.0,112.0,7.0,99.0,7.0,117.0,11.0,110.0,8.0,133.0,132.0,106.0,124.0,121.0,141.0,6.0,56.0,4.0,81.0,2.0,54.0,4.0,53.0,3.0,65.0,62.0,85.0,56.0,57.0,68.0,['363'],Pedagogiek en Onderwijskunde,Onderwijs en Opvoeding,1.0,Pedagogical Sciences,90.0,344.0,both,,no_tech
21PL,56615,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,bachelor,34.0,124.0,34.0,118.0,26.0,113.0,26.0,88.0,34.0,107.0,158.0,152.0,139.0,114.0,141.0,35.0,77.0,25.0,70.0,19.0,64.0,17.0,47.0,12.0,57.0,112.0,95.0,83.0,64.0,69.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,68.0,317.0,both,,growth
21PL,60045,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Environment and Resource Management,wo,master,15.0,39.0,36.0,42.0,18.0,47.0,23.0,43.0,38.0,68.0,54.0,78.0,65.0,66.0,106.0,33.0,31.0,16.0,36.0,35.0,42.0,20.0,50.0,27.0,45.0,64.0,52.0,77.0,70.0,72.0,['363'],Milieuwetenschappen,Aarde en Milieu,1.0,Environment and Resource Management,86.0,0.0,both,,no_tech
21PL,60049,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Social and Cultural Anthropology,wo,master,5.0,22.0,6.0,29.0,7.0,20.0,9.0,20.0,9.0,29.0,27.0,35.0,27.0,29.0,38.0,3.0,24.0,6.0,26.0,6.0,26.0,5.0,16.0,9.0,20.0,27.0,32.0,32.0,21.0,29.0,['363'],Culturele antropologie,Gedrag en Maatschappij,1.0,Social and Cultural Anthropology,32.0,0.0,both,,no_tech
21PL,60050,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),"Culture, Organization and Management",wo,master,17.0,63.0,14.0,50.0,12.0,54.0,29.0,46.0,15.0,60.0,80.0,64.0,66.0,75.0,75.0,10.0,45.0,17.0,63.0,14.0,60.0,17.0,51.0,17.0,45.0,55.0,80.0,74.0,68.0,62.0,['363'],Bestuur en organisatie,Recht en Bestuur,1.0,"Culture, Organization and Management",79.0,0.0,both,,no_tech
21PL,60052,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),"Beleid, Communicatie en Organisatie",wo,master,75.0,132.0,74.0,90.0,69.0,106.0,69.0,95.0,73.0,117.0,207.0,164.0,175.0,164.0,190.0,50.0,81.0,69.0,118.0,72.0,97.0,70.0,106.0,67.0,105.0,131.0,187.0,169.0,176.0,172.0,['363'],Bestuur en organisatie,Recht en Bestuur,1.0,"Policy, Communication and Organization",168.0,0.0,both,,no_tech
21PL,60053,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Social Psychology: Regulation of Social Behaviour (research),wo,master,9.0,8.0,8.0,13.0,4.0,19.0,3.0,11.0,4.0,11.0,17.0,21.0,23.0,14.0,15.0,4.0,10.0,0.0,10.0,8.0,5.0,5.0,11.0,2.0,16.0,14.0,10.0,13.0,16.0,18.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Social Psychology: Regulation of Social Behaviour (research),15.0,43.0,both,,no_tech
21PL,60203,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Political Science,wo,master,13.0,18.0,21.0,17.0,27.0,22.0,24.0,29.0,23.0,26.0,31.0,38.0,49.0,53.0,49.0,19.0,20.0,16.0,15.0,12.0,12.0,21.0,15.0,22.0,33.0,39.0,31.0,24.0,36.0,55.0,['363'],,,1.0,Political Science,53.0,53.0,left_only,,no_tech
21PL,60260,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Psychologie,wo,master,35.0,192.0,41.0,203.0,46.0,207.0,32.0,155.0,37.0,137.0,227.0,244.0,253.0,187.0,174.0,28.0,180.0,28.0,210.0,25.0,196.0,46.0,220.0,39.0,189.0,208.0,238.0,221.0,266.0,228.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Psychology,212.0,0.0,both,,no_tech
21PL,60510,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Cognitive Neuropsychology (research),wo,master,8.0,19.0,7.0,33.0,7.0,17.0,6.0,12.0,2.0,12.0,27.0,40.0,24.0,18.0,14.0,5.0,16.0,6.0,22.0,3.0,15.0,6.0,28.0,4.0,17.0,21.0,28.0,18.0,34.0,21.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Cognitive Neuropsychology (research),18.0,61.0,both,,no_tech
21PL,60513,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Clinical and Developmental Psychopathology (research),wo,master,2.0,13.0,1.0,12.0,2.0,11.0,1.0,14.0,2.0,13.0,15.0,13.0,13.0,15.0,15.0,4.0,12.0,4.0,4.0,0.0,12.0,1.0,11.0,2.0,8.0,16.0,8.0,12.0,12.0,10.0,['363'],Psychologie,Gedrag en Maatschappij,1.0,Clinical and Developmental Psychopathology (research),15.0,34.0,both,,no_tech
21PL,65008,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Business in Society (research) (joint degree),wo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,['363'],Bedrijfskunde,Economie en Bedrijf,1.0,Business in Society (research) (joint degree),5.0,14.0,both,,no_tech
21PL,66469,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Criminologie,wo,master,35.0,113.0,17.0,71.0,25.0,97.0,25.0,83.0,19.0,95.0,148.0,88.0,122.0,108.0,114.0,16.0,60.0,23.0,87.0,31.0,112.0,17.0,70.0,16.0,86.0,76.0,110.0,143.0,87.0,102.0,['363'],Criminologie,Recht en Bestuur,1.0,Criminology,115.0,0.0,both,,no_tech
21PL,66601,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Sociologie,wo,master,6.0,15.0,9.0,19.0,10.0,22.0,11.0,20.0,12.0,26.0,21.0,28.0,32.0,31.0,38.0,8.0,11.0,3.0,12.0,6.0,18.0,11.0,20.0,6.0,20.0,19.0,15.0,24.0,31.0,26.0,['363'],Sociologie en Sociale studies,Gedrag en Maatschappij,1.0,Sociology,36.0,0.0,both,,no_tech
21PL,66607,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Pedagogische Wetenschappen,wo,master,8.0,96.0,6.0,79.0,7.0,73.0,7.0,98.0,6.0,96.0,104.0,85.0,80.0,105.0,102.0,1.0,101.0,3.0,90.0,7.0,81.0,6.0,81.0,6.0,60.0,102.0,93.0,88.0,87.0,66.0,['363'],Pedagogiek en Onderwijskunde,Onderwijs en Opvoeding,1.0,Pedagogical Sciences,110.0,0.0,both,,no_tech
21PL,66615,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Communicatiewetenschap,wo,master,32.0,143.0,36.0,105.0,30.0,107.0,19.0,115.0,19.0,86.0,175.0,141.0,137.0,134.0,105.0,34.0,101.0,44.0,132.0,32.0,106.0,28.0,115.0,15.0,113.0,135.0,176.0,138.0,143.0,128.0,['363'],Communicatie,Taal en Communicatie,1.0,Communication Science,138.0,0.0,both,,growth
21PL,66627,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Bestuurskunde,wo,master,37.0,40.0,48.0,47.0,61.0,45.0,49.0,60.0,54.0,59.0,77.0,95.0,106.0,109.0,113.0,31.0,29.0,29.0,40.0,35.0,39.0,49.0,35.0,39.0,51.0,60.0,69.0,74.0,84.0,90.0,['363'],Bestuur en organisatie,Recht en Bestuur,1.0,Public Administration,125.0,0.0,both,,no_tech
21PL,69324,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Genes in Behaviour and Health (research),wo,master,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,2.0,7.0,0.0,0.0,0.0,9.0,9.0,,,,,,,,,,,,,,,,['363'],Sociologie en Sociale studies,Gedrag en Maatschappij,1.0,Genes in Behaviour and Health (research),11.0,11.0,both,,no_tech
21PL,69333,Vrije Universiteit Amsterdam,gedrag en maatschappij,n.v.t. (gedrag en maatschappij),Societal Resilience (research),wo,master,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,7.0,,,,,,,,,,,,,,,,['363'],Sociologie en Sociale studies,Gedrag en Maatschappij,1.0,Societal Resilience (research),0.0,0.0,both,,no_tech
21PL,50509,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Gezondheid en Leven,wo,bachelor,17.0,117.0,30.0,168.0,30.0,193.0,21.0,227.0,40.0,199.0,134.0,198.0,223.0,248.0,239.0,12.0,106.0,18.0,121.0,23.0,140.0,17.0,107.0,22.0,106.0,118.0,139.0,163.0,124.0,128.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Health and Life Sciences,290.0,720.0,both,,no_tech
21PL,56551,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Geneeskunde,wo,bachelor,78.0,198.0,78.0,181.0,60.0,216.0,73.0,202.0,73.0,205.0,276.0,259.0,276.0,275.0,278.0,122.0,209.0,93.0,249.0,112.0,257.0,104.0,239.0,98.0,263.0,331.0,342.0,369.0,343.0,361.0,['363'],Geneeskunde,Gezondheid,1.0,Medicine,371.0,1224.0,both,,no_tech
21PL,56553,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Gezondheidswetenschappen,wo,bachelor,4.0,52.0,38.0,158.0,31.0,186.0,21.0,136.0,24.0,165.0,56.0,196.0,217.0,157.0,189.0,11.0,112.0,19.0,80.0,11.0,75.0,18.0,71.0,11.0,65.0,123.0,99.0,86.0,89.0,76.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Health Sciences,124.0,440.0,both,,no_tech
21PL,56560,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Tandheelkunde,wo,bachelor,10.0,32.0,15.0,38.0,11.0,38.0,20.0,30.0,15.0,37.0,42.0,53.0,49.0,50.0,52.0,17.0,39.0,21.0,36.0,23.0,44.0,17.0,40.0,23.0,45.0,56.0,57.0,67.0,57.0,68.0,['363'],Tandheelkunde,Gezondheid,1.0,Dentistry,63.0,230.0,both,,no_tech
21PL,56950,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Bewegingswetenschappen,wo,bachelor,86.0,95.0,69.0,94.0,102.0,114.0,77.0,123.0,112.0,116.0,181.0,163.0,216.0,200.0,228.0,49.0,54.0,53.0,58.0,60.0,53.0,52.0,56.0,25.0,53.0,103.0,111.0,113.0,108.0,78.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Human Movement Sciences,237.0,599.0,both,,no_tech
21PL,56990,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Biomedische Wetenschappen,wo,bachelor,37.0,68.0,32.0,40.0,76.0,140.0,0.0,0.0,0.0,0.0,105.0,72.0,216.0,0.0,0.0,32.0,61.0,31.0,52.0,26.0,45.0,24.0,42.0,0.0,0.0,93.0,83.0,71.0,66.0,0.0,['363'],,,1.0,Biomedische Wetenschappen,0.0,0.0,left_only,,no_tech
21PL,59324,Vrije Universiteit Amsterdam,gezondheidszorg,n.v.t. (gezondheidszorg),Biomedical Sciences,wo,bachelor,0.0,0.0,0.0,0.0,0.0,0.0,58.0,140.0,79.0,165.0,0.0,0.0,0.0,198.0,244.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,40.0,0.0,0.0,0.0,0.0,62.0,['363'],Gezondheidswetenschappen,Gezondheid,1.0,Biomedical Sciences,227.0,516.0,both,,no_tech
